,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense
AGESY,9843137.254902,0.17577,,56000000.0,56000000.0,953000000.0,342000000.0,,,1703000000.0,-275000000.0,275000000.0,1927000000.0,913843137.254902,953000000.0,8421000000.0,,183821000.0,183671000.0,5.19,5.19,953000000.0,953000000.0,,953000000.0,1177000000.0,1177000000.0,251000000.0,1428000000.0,56000000.0,-275000000.0,275000000.0,,,,,,9849000000.0,9849000000.0,,,
42BB.F,0.0,0.229,631000000.0,,,465700000.0,5100000.0,1853400000.0,631000000.0,625900000.0,-10600000.0,21900000.0,23100000.0,465700000.0,465700000.0,2031900000.0,518300000.0,110200000.0,109100000.0,4.224,4.268,465700000.0,465700000.0,0.0,465700000.0,465700000.0,465700000.0,138300000.0,604000000.0,,-10600000.0,21900000.0,23100000.0,518300000.0,178500000.0,696800000.0,1853400000.0,2550200000.0,2550200000.0,,,
ESLOY,-401400.0,0.2007,6182000000.0,-2000000.0,-2000000.0,2289000000.0,2947000000.0,9347000000.0,6180000000.0,3233000000.0,-134000000.0,198000000.0,85000000.0,2290598600.0,2289000000.0,22216000000.0,3176000000.0,901531724.0,896133888.0,2.54,2.555,2289000000.0,2289000000.0,0.0,2289000000.0,2426000000.0,2426000000.0,609000000.0,3035000000.0,-2000000.0,-134000000.0,198000000.0,85000000.0,3179000000.0,12869000000.0,16048000000.0,9347000000.0,25395000000.0,25395000000.0,12051000000.0,9840000000.0,2211000000.0
ADYEY,9541152.0,0.2592,996035000.0,36810000.0,36810000.0,698322000.0,85453000.0,237345000.0,1032845000.0,947392000.0,241618000.0,4783000.0,246401000.0,671053152.0,698322000.0,1181569000.0,,,,,,698322000.0,698322000.0,0.0,698322000.0,698322000.0,698322000.0,244287000.0,942609000.0,,241618000.0,4783000.0,246401000.0,681837000.0,944224000.0,1626061000.0,237345000.0,1863406000.0,1863406000.0,52990000.0,52990000.0,
WIS.F,7278668.94198,0.356797,1499300000.0,20400000.0,20400000.0,57600000.0,593500000.0,,1519700000.0,926200000.0,-186000000.0,223000000.0,94300000.0,44478668.94198,142400000.0,6263900000.0,867400000.0,43982360.0,43470050.0,3.2,3.27,140800000.0,142400000.0,0.0,142400000.0,530900000.0,446100000.0,250900000.0,703200000.0,5400000.0,-186000000.0,223000000.0,94300000.0,868400000.0,6263900000.0,,,7132300000.0,7132300000.0,,,
ENGIY,-1791097486.671744,0.261742,24186000000.0,-6749000000.0,-6843000000.0,2208000000.0,11020000000.0,56992000000.0,17437000000.0,6417000000.0,-1905000000.0,2478000000.0,702000000.0,7353902513.328256,2208000000.0,70935000000.0,6098000000.0,2433000000.0,2421449644.0,0.87,0.88,2129000000.0,2129000000.0,79000000.0,2208000000.0,2903000000.0,2903000000.0,1031000000.0,3939000000.0,-6590000000.0,-1905000000.0,2478000000.0,702000000.0,11631000000.0,13943000000.0,25574000000.0,56992000000.0,82566000000.0,82566000000.0,,,
EVD.F,-13588688.304196,0.331407,549151000.0,-41003000.0,-41003000.0,274641000.0,91635000.0,1755395000.0,508148000.0,416513000.0,25576000.0,7409000.0,32554000.0,302055311.695804,274641000.0,1961639000.0,,95991300.0,95991300.0,2.86,2.86,274641000.0,274641000.0,0.0,274641000.0,273524000.0,273524000.0,135580000.0,409104000.0,4028000.0,25576000.0,7409000.0,32554000.0,396913000.0,206244000.0,603157000.0,1755395000.0,2358552000.0,2358552000.0,244086000.0,125063000.0,119023000.0
1IV.F,0.0,0.19,,,,-10100000.0,42600000.0,,,456900000.0,31500000.0,17300000.0,48800000.0,-10100000.0,-10100000.0,18446300000.0,,556400000.0,547600000.0,-0.018,-0.018,-10100000.0,-10100000.0,,-10100000.0,-9900000.0,-9900000.0,449500000.0,439600000.0,,31500000.0,17300000.0,48800000.0,,,,,18885900000.0,18885900000.0,151800000.0,,151800000.0
SOW.F,-4319700.0,0.15,170497000.0,-3484000.0,-28798000.0,18984000.0,83222000.0,239894000.0,167013000.0,83791000.0,-10534000.0,18684000.0,13180000.0,68776300.0,18984000.0,857783000.0,75641000.0,73979889.0,73979889.0,0.26,0.26,18984000.0,18984000.0,0.0,18984000.0,19247000.0,19247000.0,45860000.0,65107000.0,-28798000.0,-10534000.0,18684000.0,13180000.0,100397000.0,617889000.0,718286000.0,239894000.0,958180000.0,958180000.0,436319000.0,341976000.0,94343000.0
AIR.F,9438000.0,0.242,7728000000.0,39000000.0,39000000.0,3789000000.0,2242000000.0,55402000000.0,7767000000.0,5525000000.0,90000000.0,756000000.0,728000000.0,3759438000.0,3789000000.0,61180000000.0,,789760599.0,788720779.0,4.8,4.8,3789000000.0,3789000000.0,0.0,3789000000.0,3613000000.0,3613000000.0,1156000000.0,4769000000.0,,90000000.0,756000000.0,728000000.0,4266000000.0,5778000000.0,10044000000.0,55402000000.0,65446000000.0,65446000000.0,2521000000.0,867000000.0,1654000000.0
CDMGF,-588000.0,0.008,-1094200000.0,-18600000.0,-73500000.0,-1288700000.0,118500000.0,946100000.0,-1112800000.0,-1231300000.0,-52400000.0,106900000.0,51700000.0,-1160888000.0,-1250300000.0,1400100000.0,-1268800000.0,75891439.0,75778301.0,-16.499446,-16.499446,-1250300000.0,-1250300000.0,0.0,-1250300000.0,-1290600000.0,-1329000000.0,-9200000.0,-1338200000.0,-57700000.0,-52400000.0,106900000.0,51700000.0,256800000.0,454000000.0,710800000.0,946100000.0,1656900000.0,1656900000.0,,,
VRBCF,1081511.2,0.2716,226671000.0,3982000.0,3982000.0,121298000.0,47618000.0,437303000.0,230653000.0,183035000.0,256000.0,8882000.0,8724000.0,118397511.2,121298000.0,1061198000.0,184876000.0,,,,,121298000.0,121298000.0,0.0,121298000.0,121088000.0,121088000.0,53520000.0,174153000.0,-1705000.0,256000.0,8882000.0,8724000.0,185703000.0,623895000.0,809598000.0,437303000.0,1246901000.0,1246901000.0,,,
WTBCF,-34299000.0,0.309,1124300000.0,-111000000.0,-111000000.0,312100000.0,383400000.0,998200000.0,1013300000.0,629900000.0,-112000000.0,178200000.0,66200000.0,388801000.0,312100000.0,2302000000.0,564800000.0,195200000.0,193900000.0,1.599,1.61,312100000.0,312100000.0,0.0,312100000.0,312100000.0,312100000.0,139600000.0,451700000.0,-109900000.0,-112000000.0,178200000.0,66200000.0,657900000.0,1303800000.0,1961700000.0,998200000.0,2959900000.0,2959900000.0,,,
KBX.F,-9550400.0,0.254,1246083000.0,-37600000.0,-37600000.0,552529000.0,342525000.0,3909510000.0,1208483000.0,865958000.0,-79678000.0,93133000.0,30772000.0,580578600.0,552529000.0,7028847000.0,,161200000.0,161200000.0,3.43,3.43,552529000.0,552529000.0,0.0,552529000.0,576204000.0,576204000.0,196621000.0,772825000.0,-43360000.0,-79678000.0,93133000.0,30772000.0,896766000.0,3119337000.0,4016103000.0,3909510000.0,7925613000.0,7925613000.0,125779000.0,,125779000.0
RHM.F,-2950920.245399,0.226994,1247000000.0,-13000000.0,-13000000.0,579000000.0,308000000.0,3239000000.0,1234000000.0,926000000.0,-88000000.0,111000000.0,29000000.0,589049079.754601,535000000.0,6324000000.0,,46340000.0,43410000.0,12.07,12.32,535000000.0,535000000.0,0.0,535000000.0,586000000.0,630000000.0,185000000.0,815000000.0,-13000000.0,-88000000.0,111000000.0,29000000.0,851000000.0,3085000000.0,3936000000.0,3239000000.0,7175000000.0,7175000000.0,264000000.0,117000000.0,147000000.0
ADDDF,-1800000.0,0.15,1449000000.0,-12000000.0,-12000000.0,-119000000.0,1212000000.0,11244000000.0,1437000000.0,225000000.0,-83000000.0,160000000.0,39000000.0,-108800000.0,-75000000.0,21148000000.0,268000000.0,178557615.0,178543596.0,-0.42,-0.42,-75000000.0,-75000000.0,0.0,-75000000.0,-14000000.0,-58000000.0,124000000.0,65000000.0,-12000000.0,-83000000.0,160000000.0,39000000.0,279000000.0,9904000000.0,10183000000.0,11244000000.0,21427000000.0,21427000000.0,9914000000.0,8075000000.0,1839000000.0
CODYY,-47222222.222222,0.277778,7224000000.0,-170000000.0,-170000000.0,2669000000.0,2395000000.0,35109000000.0,7054000000.0,4659000000.0,-424000000.0,843000000.0,581000000.0,2791777777.777778,2669000000.0,42954000000.0,5251000000.0,,,,,2669000000.0,2669000000.0,0.0,2669000000.0,2756000000.0,2756000000.0,1060000000.0,3816000000.0,-170000000.0,-424000000.0,843000000.0,581000000.0,4990000000.0,7845000000.0,12835000000.0,35109000000.0,47944000000.0,47944000000.0,7664000000.0,,7664000000.0
WTB.L,-34299000.0,0.309,1124300000.0,-111000000.0,-111000000.0,312100000.0,383400000.0,998200000.0,1013300000.0,629900000.0,-112000000.0,178200000.0,66200000.0,388801000.0,312100000.0,2302000000.0,564800000.0,195200000.0,193900000.0,1.599,1.61,312100000.0,312100000.0,0.0,312100000.0,312100000.0,312100000.0,139600000.0,451700000.0,-109900000.0,-112000000.0,178200000.0,66200000.0,657900000.0,1303800000.0,1961700000.0,998200000.0,2959900000.0,2959900000.0,,,
VARGF,-23944200.0,0.15,83890000.0,-159628000.0,-159628000.0,-200420000.0,108678000.0,362122000.0,-75738000.0,-184416000.0,-11600000.0,13762000.0,2450000.0,-64736200.0,-200420000.0,834501000.0,188008000.0,40422000.0,40422000.0,-4.96,-4.96,-200420000.0,-200420000.0,0.0,-200420000.0,-200420000.0,-200420000.0,2242000.0,-198178000.0,-145693000.0,-11600000.0,13762000.0,2450000.0,-27585000.0,472379000.0,444794000.0,362122000.0,806916000.0,806916000.0,73194000.0,34633000.0,38561000.0
HBC1.F,-27886000.0,0.191,,-146000000.0,-146000000.0,23533000000.0,3466000000.0,,,,35796000000.0,65072000000.0,100868000000.0,23651114000.0,23533000000.0,,,19600000000.0,19478000000.0,1.14,1.15,22432000000.0,22432000000.0,1101000000.0,23533000000.0,24559000000.0,24559000000.0,5789000000.0,30348000000.0,-146000000.0,,,,,31885000000.0,,,63019000000.0,63019000000.0,10383000000.0,,10383000000.0
KPN.F,-669000.0,0.223,2563000000.0,-3000000.0,-3000000.0,842000000.0,1206000000.0,1172000000.0,2560000000.0,1354000000.0,-223000000.0,266000000.0,28000000.0,844331000.0,844000000.0,4114000000.0,1342000000.0,,,,,844000000.0,844000000.0,0.0,844000000.0,844000000.0,843000000.0,245000000.0,1088000000.0,23000000.0,-223000000.0,266000000.0,28000000.0,1325000000.0,2942000000.0,4267000000.0,1172000000.0,5439000000.0,5439000000.0,,,
SMDS.L,242000.0,0.242,1038000000.0,1000000.0,1000000.0,385000000.0,421000000.0,,1039000000.0,618000000.0,-103000000.0,115000000.0,14000000.0,384242000.0,385000000.0,6219000000.0,604000000.0,1381000000.0,1374000000.0,0.279,0.28,385000000.0,385000000.0,0.0,385000000.0,385000000.0,385000000.0,118000000.0,503000000.0,1000000.0,-103000000.0,115000000.0,14000000.0,603000000.0,6219000000.0,,,6822000000.0,6822000000.0,,,
WKL.AS,-1565150.346955,0.223593,1782000000.0,-7000000.0,-7000000.0,1007000000.0,445000000.0,1576000000.0,1775000000.0,1330000000.0,-27000000.0,,,1012434849.653045,1007000000.0,4254000000.0,1323000000.0,246000000.0,244900000.0,4.09,4.11,1007000000.0,1007000000.0,0.0,1007000000.0,1007000000.0,1007000000.0,290000000.0,1297000000.0,-7000000.0,-27000000.0,,,1330000000.0,2678000000.0,4008000000.0,1576000000.0,5584000000.0,5584000000.0,2678000000.0,929000000.0,1749000000.0
CAT,-18105000.0,0.213,15790000000.0,-85000000.0,-85000000.0,10335000000.0,2144000000.0,43797000000.0,15705000000.0,13561000000.0,-17000000.0,511000000.0,494000000.0,10401895000.0,10335000000.0,54094000000.0,12966000000.0,513600000.0,510600000.0,20.12,20.24,10335000000.0,10335000000.0,,10335000000.0,10332000000.0,10332000000.0,2781000000.0,13050000000.0,0.0,-17000000.0,511000000.0,494000000.0,12966000000.0,10297000000.0,23263000000.0,43797000000.0,67060000000.0,67060000000.0,6371000000.0,,
BMWB.F,-6336000.0,0.288,26748000000.0,-22000000.0,-22000000.0,11290000000.0,8974000000.0,125809000000.0,26726000000.0,17752000000.0,45000000.0,656000000.0,701000000.0,11305664000.0,11290000000.0,137022000000.0,,1741565646.0,1741565646.0,5.88411,5.88411,10250300000.0,10250300000.0,-300000.0,11290000000.0,12165000000.0,12165000000.0,4931000000.0,17096000000.0,-22000000.0,45000000.0,656000000.0,701000000.0,18476000000.0,11213000000.0,29689000000.0,125809000000.0,155498000000.0,155498000000.0,11025000000.0,6091000000.0,4934000000.0
PPX.F,-47950000.0,0.274,6522000000.0,-105000000.0,-175000000.0,2983000000.0,1823000000.0,4639000000.0,6417000000.0,4594000000.0,-275000000.0,361000000.0,102000000.0,3180050000.0,2983000000.0,14820000000.0,4746000000.0,122404596.0,122354389.0,24.37,24.38,2983000000.0,2983000000.0,0.0,2983000000.0,3074000000.0,3074000000.0,1163000000.0,4233000000.0,-104000000.0,-275000000.0,361000000.0,102000000.0,4746000000.0,10181000000.0,14927000000.0,4639000000.0,19566000000.0,19566000000.0,,,
VLOUF,,,,,,,,,,,,,,,,,,239745515.0,229166558.0,2.1,2.2,,,,,,,,,,,,,,,,,,,,,
MRKC.F,2431000.0,0.187,5672000000.0,13000000.0,13000000.0,2824000000.0,1880000000.0,8600000000.0,5685000000.0,3805000000.0,-151000000.0,321000000.0,172000000.0,2813431000.0,2824000000.0,17416000000.0,3609000000.0,2173889390.0,2173889390.0,1.298,1.298,2824000000.0,2824000000.0,0.0,2824000000.0,2834000000.0,2834000000.0,650000000.0,3484000000.0,-23000000.0,-151000000.0,321000000.0,172000000.0,3577000000.0,8816000000.0,12393000000.0,8600000000.0,20993000000.0,20993000000.0,5306000000.0,3914000000.0,1392000000.0
INNA.F,-61128000.0,0.283,,-216000000.0,-216000000.0,7287000000.0,674000000.0,,,,15976000000.0,36252000000.0,52228000000.0,7441872000.0,7287000000.0,,,3565300000.0,3562900000.0,2.04,2.05,7287000000.0,7287000000.0,,7287000000.0,7521000000.0,7522000000.0,2970000000.0,10492000000.0,-216000000.0,,,,,,,,22405000000.0,22405000000.0,7703000000.0,369000000.0,7334000000.0
AXAA.F,-53632000.0,0.2095,,-256000000.0,-256000000.0,6675000000.0,54000000.0,,,9187000000.0,-477000000.0,477000000.0,248000000.0,7012368000.0,6675000000.0,84376000000.0,,2298000000.0,2290000000.0,2.83,2.84,6493000000.0,6493000000.0,182000000.0,6675000000.0,6856000000.0,6856000000.0,1855000000.0,8710000000.0,-256000000.0,-477000000.0,477000000.0,,,,,,93083000000.0,93083000000.0,10365000000.0,,10365000000.0
DGEAF,109906559.174277,0.258567,7894504496.550332,425059596.63484,425059596.63484,4709710782.891667,1344550534.162431,8701739338.824211,8319564093.185172,6975013559.022741,-760566577.954921,1001475726.196032,211899146.096893,4394557745.431104,4709710782.891667,15742340728.781706,5842362170.957204,2271000000.0,2264000000.0,2.073585,2.079891,4709710782.891667,4709710782.891667,0.0,4709710782.891667,4750072525.005361,4750072525.005361,1223465307.821349,5973537832.826709,423798292.193787,-760566577.954921,1001475726.196032,211899146.096893,5842362170.957204,7040601389.957494,12882963560.914698,8701739338.824211,21584702899.73891,21584702899.73891,3848239849.652511,3848239849.652511,
DHER.F,-240630000.0,0.15,-558600000.0,-746400000.0,-1604200000.0,-2297500000.0,475100000.0,6969000000.0,-1305000000.0,-1803600000.0,-237800000.0,359000000.0,126700000.0,-76130000.0,-2297500000.0,10120000000.0,-1656900000.0,262866190.0,262866190.0,-8.767579,-8.767579,-2297500000.0,-2297500000.0,0.0,-2297500000.0,-2304700000.0,-2304700000.0,142100000.0,-2162600000.0,-1478200000.0,-237800000.0,359000000.0,126700000.0,-178300000.0,3151000000.0,2972700000.0,6969000000.0,9941800000.0,9941800000.0,1118900000.0,775800000.0,343100000.0
WWLNF,-329500000.0,0.25,-122300000.0,-171000000.0,-1318000000.0,-817300000.0,298400000.0,2085800000.0,-293300000.0,-874700000.0,-29800000.0,43500000.0,32800000.0,1318200000.0,-817300000.0,4178900000.0,-870000000.0,282110764.0,282110764.0,-2.9,-2.9,-817300000.0,-817300000.0,0.0,-817300000.0,-959300000.0,-959300000.0,40200000.0,-918200000.0,-1330400000.0,-29800000.0,43500000.0,32800000.0,431500000.0,2093100000.0,2524600000.0,2085800000.0,4610400000.0,4610400000.0,,,
MOS.F,-11305750.0,0.25,516806000.0,-45223000.0,-45223000.0,44000.0,392780000.0,639505000.0,471583000.0,78803000.0,-80966000.0,80966000.0,0.0,33961250.0,44000.0,1598904000.0,78802000.0,,,,,44000.0,44000.0,0.0,44000.0,-10785000.0,-10785000.0,8622000.0,-2163000.0,-45223000.0,-80966000.0,80966000.0,0.0,123617000.0,959399000.0,1083016000.0,639505000.0,1722521000.0,1722521000.0,110267000.0,,110267000.0
EADSF,9438000.0,0.242,7728000000.0,39000000.0,39000000.0,3789000000.0,2242000000.0,55402000000.0,7767000000.0,5525000000.0,90000000.0,756000000.0,728000000.0,3759438000.0,3789000000.0,61180000000.0,,,,,,3789000000.0,3789000000.0,0.0,3789000000.0,3613000000.0,3613000000.0,1156000000.0,4769000000.0,,90000000.0,756000000.0,728000000.0,4266000000.0,5778000000.0,10044000000.0,55402000000.0,65446000000.0,65446000000.0,2521000000.0,867000000.0,1654000000.0
EZM.F,-16045495.0,0.335,804550000.0,-47897000.0,-47897000.0,163123000.0,517368000.0,9175192000.0,756653000.0,239285000.0,-106585000.0,13545000.0,1890000.0,194974505.0,163123000.0,9958509000.0,395067000.0,144107126.0,143930408.0,1.13,1.13,163123000.0,163123000.0,0.0,163123000.0,163043000.0,163043000.0,62697000.0,225740000.0,-50742000.0,-106585000.0,13545000.0,1890000.0,355556000.0,783317000.0,1138873000.0,9175192000.0,10314065000.0,10314065000.0,152186000.0,17530000.0,134656000.0
ALIZY,-124960000.0,0.22,,-568000000.0,-568000000.0,8541000000.0,2272000000.0,,,,,,25386000000.0,8984040000.0,8541000000.0,91433000000.0,,3963159830.0,3961901040.0,2.118,2.12,8393000000.0,8399000000.0,142000000.0,8541000000.0,9032000000.0,9032000000.0,2550000000.0,11582000000.0,-568000000.0,,,,,,,,103012000000.0,103012000000.0,,,
GEC.L,559056000.0,0.114,8484000000.0,4904000000.0,4904000000.0,9067000000.0,2079000000.0,50392000000.0,13388000000.0,11309000000.0,-379000000.0,1118000000.0,739000000.0,4722056000.0,9481000000.0,64380000000.0,,1099000000.0,1089000000.0,8.36,8.44,9186000000.0,9186000000.0,,9481000000.0,9443000000.0,9029000000.0,1162000000.0,10191000000.0,4904000000.0,-379000000.0,1118000000.0,739000000.0,3574000000.0,13988000000.0,17562000000.0,50392000000.0,67954000000.0,67954000000.0,12081000000.0,,12081000000.0
OAOFY,-64934824.683451,0.227045,313428000000.0,-286000000.0,-286000000.0,198412000000.0,42663000000.0,168497000000.0,313142000000.0,270479000000.0,5877000000.0,13173000000.0,17463000000.0,198633065175.31656,198412000000.0,1016159000000.0,,350500000.0,350500000.0,528.96,528.96,192689000000.0,192689000000.0,0.0,198412000000.0,198886000000.0,198886000000.0,58420000000.0,257306000000.0,-3668000000.0,5877000000.0,13173000000.0,17463000000.0,249221000000.0,847662000000.0,1096883000000.0,168497000000.0,1265380000000.0,1265380000000.0,109057000000.0,109057000000.0,
AGPPF,-238908000.0,0.258,25960000000.0,-926000000.0,-926000000.0,13040000000.0,6331000000.0,103570000000.0,25034000000.0,18703000000.0,546000000.0,594000000.0,1191000000.0,13727092000.0,13040000000.0,105608000000.0,,,,,,13040000000.0,13040000000.0,0.0,13040000000.0,13446000000.0,13446000000.0,4663000000.0,18109000000.0,-1533000000.0,546000000.0,594000000.0,1191000000.0,18975000000.0,2038000000.0,21013000000.0,103570000000.0,124583000000.0,124583000000.0,1800000000.0,1800000000.0,
NXGPF,25629600.0,0.236,1240700000.0,108600000.0,108600000.0,802300000.0,246000000.0,3070500000.0,1349300000.0,1103300000.0,-80700000.0,87500000.0,6800000.0,719329600.0,802300000.0,4510000000.0,987900000.0,122320476.0,121300000.0,6.559,6.616,802300000.0,802300000.0,0.0,802300000.0,800500000.0,800500000.0,215300000.0,1015800000.0,108600000.0,-80700000.0,87500000.0,6800000.0,981000000.0,1439500000.0,2420500000.0,3070500000.0,5491000000.0,5491000000.0,1451800000.0,794100000.0,657700000.0
EXPN.L,0.0,0.224,2422000000.0,0.0,0.0,1199000000.0,714000000.0,3682000000.0,2422000000.0,1708000000.0,-142000000.0,157000000.0,18000000.0,1199000000.0,1199000000.0,5403000000.0,1694000000.0,921000000.0,913000000.0,1.302,1.313,1199000000.0,1199000000.0,0.0,1199000000.0,1203000000.0,1203000000.0,348000000.0,1551000000.0,,-142000000.0,157000000.0,18000000.0,1694000000.0,1721000000.0,3415000000.0,3682000000.0,7097000000.0,7097000000.0,539000000.0,539000000.0,
BNDSY,-35536104.8,0.2947,,-120584000.0,-120584000.0,1332181000.0,518965000.0,,,,4723218000.0,3935538000.0,8658756000.0,1417228895.2,1332181000.0,,,2700561820.0,2700561820.0,0.46,0.46,1216790000.0,1216790000.0,115391000.0,1332181000.0,1333603000.0,1333603000.0,557175000.0,1890778000.0,-124858000.0,,,,,3575808000.0,,,6282479000.0,6282479000.0,816268000.0,96682000.0,719586000.0
BESI.AS,-1039731.0,0.147,252158000.0,-7073000.0,-7073000.0,177084000.0,25732000.0,203074000.0,245085000.0,219353000.0,596000.0,11664000.0,12260000.0,183117269.0,177084000.0,365470000.0,213392000.0,82800279.0,77508722.0,2.23,2.28,177084000.0,177084000.0,0.0,177084000.0,177084000.0,177084000.0,30605000.0,207689000.0,,596000.0,11664000.0,12260000.0,213392000.0,162396000.0,375788000.0,203074000.0,578862000.0,578862000.0,105956000.0,,105956000.0
PMRA.F,118000.0,0.25,4077000.0,472000.0,472000.0,1137000.0,5756000.0,9613000.0,4549000.0,-1207000.0,1687000.0,2416000.0,4103000.0,783000.0,1137000.0,162251000.0,-3827000.0,17916000.0,17900000.0,0.06,0.06,1137000.0,1137000.0,0.0,1137000.0,1137000.0,1137000.0,-4760000.0,-3623000.0,271000.0,1687000.0,2416000.0,4103000.0,-4098000.0,152638000.0,148540000.0,9613000.0,158153000.0,158153000.0,41805000.0,23542000.0,18263000.0
FCIT.L,0.0,0.025931,,,,532844000.0,,,,,-5744000.0,13841000.0,8097000.0,532844000.0,532844000.0,,,515891788.0,515891788.0,1.0329,1.0329,532844000.0,532844000.0,,532844000.0,532844000.0,532844000.0,14185000.0,547029000.0,,,,,,5795000.0,,,552824000.0,552824000.0,5727000.0,3418000.0,2309000.0
940.F,,,,,,,,,,,,,,,,,,95900000.0,94200000.0,-2.02,-2.02,,,,,,,,,,,,,,,,,,,,,
AKZA.AS,-17388000.0,0.378,1380000000.0,-46000000.0,-46000000.0,447000000.0,357000000.0,6434000000.0,1334000000.0,977000000.0,-98000000.0,193000000.0,102000000.0,475612000.0,442000000.0,9639000000.0,1029000000.0,171338756.0,170573555.0,2.58,2.59,442000000.0,442000000.0,0.0,442000000.0,483000000.0,488000000.0,296000000.0,784000000.0,-46000000.0,-98000000.0,193000000.0,102000000.0,1029000000.0,3205000000.0,4234000000.0,6434000000.0,10668000000.0,10668000000.0,1538000000.0,1210000000.0,328000000.0
BMRPF,0.0,0.263052,872000000.0,,,367000000.0,258000000.0,3449000000.0,872000000.0,614000000.0,-109000000.0,116000000.0,10000000.0,367000000.0,367000000.0,4876000000.0,608000000.0,1004674000.0,1002392000.0,0.365,0.366,367000000.0,367000000.0,0.0,367000000.0,367000000.0,367000000.0,131000000.0,498000000.0,,-109000000.0,116000000.0,10000000.0,608000000.0,1427000000.0,2035000000.0,3449000000.0,5484000000.0,5484000000.0,1427000000.0,,1427000000.0
SMNEY,0.0,0.15,-1583000000.0,0.0,0.0,-4532000000.0,1515000000.0,30366000000.0,-1583000000.0,-3098000000.0,-130000000.0,289000000.0,149000000.0,-4532000000.0,-4532000000.0,34459000000.0,-3257000000.0,828902000.0,828902000.0,-5.47,-5.47,-4532000000.0,-4532000000.0,0.0,-4532000000.0,-4588000000.0,-4589000000.0,1202000000.0,-3387000000.0,0.0,-130000000.0,289000000.0,149000000.0,-3340000000.0,4093000000.0,753000000.0,30366000000.0,31119000000.0,31119000000.0,2996000000.0,,2996000000.0
SSLLF,-524800.0,0.128,463400000.0,-4100000.0,-4100000.0,184400000.0,202500000.0,1141600000.0,459300000.0,256800000.0,-500000.0,26000000.0,23000000.0,187975200.0,184400000.0,1294800000.0,231300000.0,30000000.0,30000000.0,6.15,6.15,184400000.0,184400000.0,0.0,184400000.0,201300000.0,201300000.0,29500000.0,230800000.0,-4100000.0,-500000.0,26000000.0,23000000.0,219000000.0,153200000.0,372200000.0,1141600000.0,1513800000.0,1513800000.0,70500000.0,35100000.0,35400000.0
SMAWF,626400000.0,0.24,13572000000.0,2610000000.0,2610000000.0,7934000000.0,3608000000.0,48116000000.0,16182000000.0,12574000000.0,646000000.0,1373000000.0,2406000000.0,5950400000.0,7949000000.0,68526000000.0,,801342000.0,791538000.0,9.91,10.04,7945000000.0,7949000000.0,0.0,7949000000.0,8529000000.0,8514000000.0,2687000000.0,11201000000.0,2610000000.0,646000000.0,1373000000.0,2406000000.0,9243000000.0,20410000000.0,29653000000.0,48116000000.0,77769000000.0,77769000000.0,13941000000.0,,13941000000.0
SLOIF,-467060.0,0.11,349953000.0,-4246000.0,-4246000.0,177826000.0,125602000.0,645837000.0,345707000.0,220105000.0,-2229000.0,19565000.0,17969000.0,181604940.0,178317000.0,771945000.0,205309000.0,,,,,178317000.0,178317000.0,0.0,178317000.0,178317000.0,177826000.0,22714000.0,200540000.0,,-2229000.0,19565000.0,17969000.0,205968000.0,126108000.0,332076000.0,645837000.0,977913000.0,977913000.0,62715000.0,,62715000.0
COF.F,-17013500.0,0.25,71154000.0,-40717000.0,-68054000.0,-55497000.0,2548000.0,104568000.0,30437000.0,27889000.0,-66681000.0,75877000.0,13142000.0,22880500.0,-55497000.0,113953000.0,277703000.0,34539243.0,34067897.0,-1.63,-1.63,-55497000.0,-55497000.0,0.0,-55497000.0,-54172000.0,-54171000.0,6183000.0,-47988000.0,-27774000.0,-66681000.0,75877000.0,13142000.0,282540000.0,9385000.0,291925000.0,104568000.0,396493000.0,396493000.0,266000.0,266000.0,
IC1H.F,-771000.0,0.257,1278000000.0,-3000000.0,-3000000.0,750000000.0,150000000.0,3206000000.0,1275000000.0,1125000000.0,-87000000.0,115000000.0,39000000.0,752229000.0,750000000.0,3590000000.0,1066000000.0,170000000.0,169000000.0,4.412,4.438,750000000.0,750000000.0,0.0,750000000.0,750000000.0,750000000.0,260000000.0,1010000000.0,-3000000.0,-87000000.0,115000000.0,39000000.0,1034000000.0,384000000.0,1418000000.0,3206000000.0,4624000000.0,4624000000.0,338000000.0,,338000000.0
